main_i,main_j,a_ij,b_ij,c_ij
25,17,1583.8,0.0,0.0
25,19,2331.0,-9.238,0.0116
25,20,1000.0,0.0,0.0
25,21,15.62,-1.099,0.0
25,22,368.6,-1.748,0.0
25,24,972.1,-6.82,0.00922
25,26,3986.0,25.0,0.0
25,27,-184.4995,2.2806,0.0
25,33,-69.88,0.0,0.0
25,39,-12.7054,-0.4758,0.0
25,42,1326.0,-3.926,0.0
25,43,96.855,-1.2993,0.0
25,45,-27.161,0.611,0.0
26,1,-396.5,3.092,-0.00627
26,2,452.2,-1.997,0.0
26,3,-330.0,3.066,-0.00538
26,4,1014.0,-4.702,0.00438
26,5,1091.0,-1.274,0.0
26,6,1079.0,-1.766,0.00124
26,7,882.6,-2.606,0.0
26,9,-32.6,0.0847,0.0
26,11,-50.36,0.0245,0.0
26,13,319.6,-1.368,0.0
26,19,-128.21,0.5035,0.0
26,21,142.1,-0.153,0.0
26,22,-423.1,0.8154,0.0
26,24,-65.74,0.0967,0.0
26,25,3638.0,-14.25,0.0
26,27,85.6,0.0,0.0
26,28,68.87,3.217,0.0
26,32,643.8,-0.7376,0.0
26,33,9.258,-0.1079,0.0
26,34,-70.24,0.0,0.0
26,37,159.0,0.0,0.0
26,39,606.9,0.0,0.0
26,42,119.3,-0.5691,0.0
26,43,53.75,0.0,0.0
26,52,324.6235,-1.1828,0.0
27,1,1744.0,-4.082,0.0
27,3,36.45,0.0,0.0
27,4,1567.0,-2.678,0.0
27,5,316.6,0.0,0.0
27,9,-328.1,0.3045,0.0
27,17,1.655,-1.164,0.0
27,21,1295.0,-4.224,0.0
27,24,167.5,0.0,0.0
27,25,2926.0183,-1.8141,0.0
27,26,986.0,0.0,0.0
27,33,505.4,0.0,0.0
27,42,2004.0,-4.5,0.0
28,1,72.12,-1.126,0.0
28,2,70.88,-1.09,0.0
28,3,574.6,-3.702,0.00368
28,4,-1494.0,7.679,-0.0123
28,6,2645.0,-9.172,0.0118
28,9,315.3,-0.5617,0.0
28,11,280.0,-0.9491,0.0
28,13,198.5,-1.434,0.0
28,19,434.8,0.0,0.0
28,21,-137.7,0.0,0.0
28,24,52.01,-0.9095,0.0
28,26,655.7,-2.203,0.0
28,32,212.4,-0.3692,0.0
28,37,-93.31,-0.1286,0.0
28,42,29.45,-0.9194,0.0
28,43,166.56,-1.0407,0.0
28,45,89.744,-1.0122,0.0
29,1,-59.9,-0.0083,0.0
29,3,-41.77,0.0,0.0
29,6,1334.0,-1.863,0.0
29,9,64.41,0.0,0.0
29,10,-397.5,0.0,0.0
29,12,13.97,0.0,0.0
29,13,-210.1,0.0,0.0
29,14,244.4,0.0,0.0
29,19,41.54,0.646,0.0
29,35,467.1,0.0,0.0
29,39,356.6,0.0,0.0
29,42,-7.4648,-0.4151,0.0
30,1,210.5,-1.081,0.0
30,2,-146.1,0.0,0.0
30,3,0.4086,-0.4601,0.0
30,4,181.2,-1.081,0.0
30,5,616.5,-0.1457,0.0
30,6,662.0,-1.903,0.0
30,7,501.4,-1.939,0.0
30,9,277.0,-1.357,0.0
30,10,-214.8,0.0,0.0
30,11,-136.3,0.0,0.0
30,13,-299.6,0.0,0.0
30,21,-390.6,0.0,0.0
30,22,106.3,0.0,0.0
30,24,100.5,-0.8269,0.0
30,42,96.59,-0.7691,0.0
30,44,778.78,0.0,0.0
31,1,28.17,0.0,0.0
31,3,-93.19,1.5036,-0.00141
31,4,1041.328,-5.2068,0.00717
31,5,-468.8,2.421,0.0
31,6,-3.428,0.483,0.0
31,7,-368.8,0.7775,0.0
31,8,191.7,0.0,0.0
31,9,-72.58,0.4909,0.0
31,11,69.25,0.0,0.0
31,17,-818.8,3.229,0.0
31,19,11.72,0.7004,0.0
31,35,-228.4,0.0,0.0
31,39,373.8,0.0,0.0
31,47,-210.3418,0.9103,0.0
32,1,166.0,-0.7116,0.0
32,3,298.9,-0.8374,0.0
32,4,448.8,-0.9919,0.0
32,5,774.7,0.0,0.0
32,6,1965.0,-3.858,0.0
32,9,-182.0,0.7905,0.0
32,10,293.5,0.0,0.0
32,11,11.62,0.0,0.0
32,13,464.0,0.0,0.0
32,20,780.71,0.0,0.0
32,22,-23.81,-0.092,0.0
32,24,186.4,-0.7294,0.0
32,26,17.81,-0.2245,0.0
32,28,200.6,-0.228,0.0
32,33,-536.2,1.995,0.0
32,45,-47.772,-0.0092,0.0
33,1,-62.08,-0.3658,0.0
33,2,160.4,-0.5148,0.0
33,3,187.5,-0.902,0.0
33,4,-156.7,0.1221,0.0
33,5,1439.0,-1.673,0.0
33,6,648.8,0.805,0.0
33,7,-17.99,0.0,0.0
33,9,319.69,-1.4362,0.0
33,11,248.3,-1.198,0.0
33,18,-763.19,0.603,0.0
33,19,362.6,0.0,0.0
33,20,753.21,0.0,0.0
33,21,-92.68,-0.0131,0.0
33,22,96.4,-0.776,0.0
33,23,-364.76,0.0,0.0
33,24,-1360.0,7.402,0.0
33,25,981.5,0.0,0.0
33,26,121.4,0.054,0.0
33,27,81.445,0.0,0.0
33,32,558.0,-1.924,0.0
33,35,-83.7,0.1436,0.0
33,41,-378.1,2.56,0.0
33,42,-122.5,0.0913,0.0
33,43,-186.4,0.0,0.0
34,1,-22.04,-0.1018,0.0
34,2,-197.06,1.8723,-0.0027
34,5,1255.0,-2.538,0.0
34,9,-481.2,9.604,0.0
34,10,-93.066,0.0,0.0
34,13,169.27,0.0,0.0
34,19,-1428.0,7.698,0.0
34,26,132.2,0.0,0.0
34,39,1025.0,0.0,0.0
35,1,477.1,-2.175,0.0
35,2,154.0,-1.303,0.0
35,3,-345.6,1.545,0.0
35,4,178.6,-0.7113,0.0
35,5,-452.3,1.956,0.0
35,6,145.0,-0.6343,0.0
35,7,-370.8,0.1043,0.0
35,9,38.06,-0.5189,0.0
35,11,-337.1,0.8843,0.0
35,22,-39.45,-0.8556,0.0
35,24,-60.89,-0.6321,0.0
35,29,-360.0,0.0,0.0
35,31,-47.81,0.0,0.0
35,33,-116.7,-0.0677,0.0
35,39,-133.3468,0.1022,0.0
35,45,-322.46,-0.0208,0.0
36,1,-291.9,0.0,0.0
36,2,-113.8,0.0,0.0
36,5,1072.0,-1.248,0.0
36,6,135.9,0.0,0.0
36,7,276.9,-0.9948,0.0
36,11,503.5,-1.792,0.0
36,19,-144.7,0.0,0.0
36,24,-194.9,0.0,0.0
36,37,-74.88,0.0,0.0
36,39,-110.3414,0.0,0.0
37,1,3.202,-0.6894,0.0
37,2,-300.6,-0.0958,0.0
37,3,1887.0,-8.707,0.00781
37,4,-115.9,-0.0292,0.0
37,5,959.3,0.0,0.0
37,6,2421.0,0.0,0.0
37,9,-153.4,3.143,0.0
37,10,945.6,0.0,0.0
37,11,-320.0,1.052,0.0
37,12,-479.1,0.8031,0.0
37,13,-326.4,0.24,0.0
37,19,-19.1,1.195,0.0
37,20,283.64,1.5491,0.0
37,21,-207.3,0.0,0.0
37,22,-135.9,0.0,0.0
37,23,-199.87,0.0,0.0
37,24,-134.4,-0.3226,0.0
37,26,108.4,0.0,0.0
37,28,319.4,0.0342,0.0
37,36,1004.0,0.0,0.0
37,39,967.7403,0.0,0.0
37,41,-211.1,0.0,0.0
37,42,-24.82,-0.5324,0.0
37,43,321.62,-4.9963,0.0139
37,45,185.82,0.0,0.0
38,1,-160.3,-0.0108,0.0
38,2,-139.5,0.9076,0.0
38,3,-1367.0,7.883,-0.00775
38,4,-13.15,0.0018,0.0
38,5,1253.0,0.0,0.0
38,6,1235.0,0.0,0.0
38,13,-528.8,2.822,0.0
38,15,904.1,0.0,0.0
38,18,-1052.5208,1.6854,0.0027
38,24,-98.98,-0.0213,0.0
38,39,190.0634,0.0,0.0
38,40,-57.38,0.0,0.0
38,42,112.7,-0.4103,0.0
38,43,-22.572,0.0,0.0
39,1,151.0,-0.9023,0.0
39,2,-152.2,0.0,0.0
39,3,58.762,-0.6263,0.000668
39,4,64.2776,-0.5839,0.0
39,5,-366.4,1.129,0.0
39,6,-269.7,1.732,0.0
39,7,-121.8,-0.6029,0.0
39,9,1955.5,-10.0,0.0114
39,10,-225.3,0.0,0.0
39,11,16.6938,-0.5966,0.0
39,12,-285.5,0.0,0.0
39,14,-112.76,0.0,0.0
39,15,-230.554,0.0,0.0
39,16,-311.9,0.0,0.0
39,17,650.7,0.0,0.0
39,19,-160.4825,1.0644,0.0
39,20,93.773,0.0,0.0
39,21,-59.2862,0.0,0.0
39,22,75.4469,0.0,0.0
39,24,-168.4,-0.123,0.0
39,25,472.4949,-0.5503,0.0
39,26,-340.9,0.0,0.0
39,29,-247.6,0.0,0.0
39,31,-231.6,0.0,0.0
39,34,-416.5,0.0,0.0
39,35,221.7393,-0.5021,0.0
39,36,97.3572,0.0,0.0
39,37,-306.217,0.0,0.0
39,38,-229.9709,0.0,0.0
39,42,141.2,-0.8783,0.0
39,43,53.871,-0.6775,0.0
39,44,-310.13,0.0,0.0
40,1,-484.3,2.467,0.0
40,3,419.0446,-0.1703,0.0
40,4,153.3207,0.0,0.0
40,38,110.4,0.0,0.0
40,42,165.6,0.0,0.0
41,1,-314.6,1.287,0.0
41,2,698.5,-2.159,0.0
41,3,670.8,-1.807,0.0
41,4,-736.8,3.332,0.0
41,5,703.4,-1.383,0.0
41,6,678.1,-1.335,0.0
41,7,808.4,-2.929,0.0
41,9,-148.3,0.0,0.0
41,11,3.924,-1.174,0.0
41,19,26.8,0.0,0.0
41,33,13.78,-0.936,0.0
41,37,516.5,0.0,0.0
41,42,683.3,6.321,0.0
42,1,170.9,-0.8062,0.00129
42,2,60.2,0.1565,0.0
42,3,-2.619,1.094,-0.00156
42,4,191.5,-0.5561,0.0
42,5,2601.0,-1.25,-0.00631
42,6,2540.7,-3.5236,0.0
42,7,1632.9,-2.8719,0.00346
42,8,3630.0,-6.23,0.0
42,9,464.5,0.1542,0.0
42,10,1161.0,-0.5724,0.0
42,11,460.8,-0.0621,4.1e-05
42,12,509.0,-0.2248,0.0
42,13,-214.1,1.134,0.0
42,14,621.9,0.258,0.0
42,15,1248.0,-2.79,0.0
42,17,1091.0,-0.2657,0.0
42,18,-492.38,1.6501,0.0
42,19,1336.0,-3.395,0.00459
42,20,578.3,1.493,0.0
42,21,370.6,-0.322,0.0
42,22,224.4,-0.1399,0.0
42,24,60.78,0.0243,0.0
42,25,2698.0,-12.43,0.0
42,26,522.9,-0.2485,0.0
42,27,2600.0,-4.8,0.0
42,28,92.4,1.191,0.0
42,29,439.7321,-0.2619,0.0
42,30,846.7,0.2545,0.0
42,33,476.9,-0.61,0.0
42,37,81.56,0.7293,0.0
42,38,21.04,-0.1288,0.0
42,39,666.5,-0.1555,0.0
42,40,-109.0,0.0,0.0
42,41,865.0,-2.89,0.0
42,43,242.49,-0.0383,0.0
42,45,183.79,-0.1518,0.0
42,46,298.46,-0.6823,0.0
42,47,2187.6658,-1.057,0.0
42,48,499.1925,0.5131,0.0
42,52,790.7599,-2.3892,0.0
42,53,286.5434,0.1879,0.0
42,55,373.4893,0.0647,0.0
43,1,186.71,-1.3546,0.0024
43,2,1182.6,-5.0,0.00375
43,3,47.23,0.6404,0.0
43,4,199.48,0.0337,0.0
43,5,-238.36,5.0,-0.00819
43,6,952.24,-3.3287,0.00536
43,7,843.09,-2.635,0.000704
43,9,80.038,-0.1012,0.0
43,11,36.948,0.0,0.0
43,13,561.14,-0.7058,0.0
43,15,295.07,0.0,0.0
43,18,-1269.7316,2.6335,0.0
43,19,56.754,0.8978,0.0
43,20,-140.77,0.309,0.0
43,21,70.075,-1.149,0.0
43,22,-358.57,1.3307,0.0
43,24,-131.87,-0.0142,0.0
43,25,2991.8999,-9.3959,0.0
43,26,-47.089,0.0,0.0
43,28,1.0902,1.5927,0.0
43,33,265.42,0.0,0.0
43,37,713.9,-2.7759,0.000917
43,38,-7.56,0.0,0.0
43,39,-54.26,1.0612,0.0
43,42,20.834,-0.3472,0.0
43,45,-523.96,0.4945,0.0
43,56,19.221,0.4413,0.0
44,1,-21.23,0.0,0.0
44,3,-1141.6,8.6562,-0.0154
44,4,291.65,-1.2039,0.0
44,7,594.45,-2.2535,0.0
44,11,-447.04,0.0,0.0
44,12,-441.01,0.0,0.0
44,13,310.75,0.0,0.0
44,20,-14.016,0.0,0.0
44,21,17.052,0.0,0.0
44,30,-384.29,0.0,0.0
44,39,-367.48,0.0,0.0
45,1,-44.069,0.0278,0.0
45,2,-174.41,0.0,0.0
45,3,-201.52,-0.0688,0.0
45,4,-248.3,0.2547,0.0
45,5,2985.8,-6.227,0.0
45,6,4519.3,-19.456,0.026
45,7,-523.8,3.158,0.0
45,9,945.14,-3.8168,0.00454
45,11,966.35,-2.1861,0.0
45,12,-597.09,2.5295,0.0
45,13,1368.0,-2.6254,0.0
45,16,-1035.8,3.078,0.0
45,18,-1646.78,2.7237,0.0
45,19,-642.44,2.8574,0.0
45,20,-386.93,2.3961,0.0
45,21,-175.29,0.3275,0.0
45,22,-1.6641,-0.3783,0.0
45,24,14.947,-0.1109,0.0
45,25,4235.2998,-16.954,0.0
45,28,40.987,1.1526,0.0
45,32,92.429,0.1744,0.0
45,35,67.069,0.2396,0.0
45,37,-139.0,0.0,0.0
45,42,-61.922,-0.0594,0.0
45,43,1414.0,-2.8776,0.0
46,1,-249.85,1.7054,0.0
46,2,-734.87,3.3463,0.0
46,3,-258.12,1.4084,0.0
46,4,763.57,-1.3961,0.0
46,5,-516.99,2.1888,0.0
46,7,-588.21,0.9707,0.0
46,42,499.59,-0.8158,0.0
46,52,-1423.6628,3.9162,0.0
47,1,189.9108,-0.9413,0.0
47,2,92.6993,-0.8135,0.0
47,3,160.133,-1.3578,0.00133
47,4,340.9073,-1.008,0.0
47,5,1460.82,-5.962,0.00469
47,6,-52.6911,-0.7465,0.0
47,7,-649.31,1.3487,-0.00159
47,9,141.0113,-0.9829,0.0
47,11,32.7103,-0.8641,0.0
47,14,-293.9284,0.0,0.0
47,15,-196.2303,-0.0511,0.0
47,16,-66.6079,-0.696,0.0
47,17,-2476.18,10.9894,-0.00962
47,18,-2250.6443,5.4638,-0.00015
47,20,-0.2928,0.0,0.0
47,31,106.793,-0.9537,0.0
47,42,165.6552,-0.9151,0.0
47,48,-91.6532,-0.3411,0.0
48,1,82.5982,-0.615,-0.000623
48,2,-81.79,0.0,0.0
48,3,-14.889,-0.8126,2e-06
48,4,246.084,-0.8198,-0.000137
48,5,-808.395,3.8321,-0.00588
48,6,-132.93,0.6584,-0.00208
48,7,-439.5799,0.3142,0.0
48,9,-116.4047,0.0,0.0
48,11,-1031.7838,3.9906,0.0
48,13,-361.2499,0.0,0.0
48,16,-235.6095,0.0,0.0
48,20,-244.6923,0.0,0.0
48,22,-446.861,0.4276,0.0
48,42,148.6643,-1.0328,0.0
48,47,117.5666,0.7114,0.0
52,1,-16.034,-0.5337,0.0
52,2,-39.3735,0.0,0.0
52,3,-660.2538,1.4602,0.0
52,4,-139.7802,0.1146,0.0
52,5,7106.528,-3.989,-0.0405
52,6,2676.7324,-5.4899,0.0
52,8,2332.5,-4.0832,0.0
52,9,2311.5,-6.6054,0.0
52,18,4998.5674,1.1962,0.0
52,24,-580.4588,1.1653,0.0
52,26,11.4423,0.7866,0.0
52,42,-368.498,0.8497,0.0
52,46,1738.5004,-3.9729,0.0
53,1,-41.0041,0.0,0.0
53,2,57.8594,0.0,0.0
53,3,-260.2204,0.0,0.0
53,4,102.0413,0.0,0.0
53,5,700.05,0.2237,-0.00244
53,6,524.524,0.4314,-0.00166
53,7,952.57,-0.8437,-0.0048
53,42,58.4316,-0.5292,0.0
55,1,-0.0668,-0.3935,4.1e-05
55,2,298.5526,-1.4153,0.0
55,3,-358.058,3.6831,-0.00782
55,4,562.34,-3.4373,0.00633
55,42,75.4497,-0.6572,0.0
56,43,117.2081,-0.3946,0.0
